ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148,word 149,word 150
1034,water,bottle,brush,fire,hose,attachment,complex,puzzle,effort,working,office,chair,lift,muscles,hard,tooth,paste,glue,sticky,juice,apples,red,barn,hay,bale,straw,drink,water,grass,seed,growing,garden,tomato,salsa,chips,doritos,gaming,xbox,relax,movie,dark,sleep,rest,wake,groggy,breakfast,cereal,sugar,sweet,candu,rush,hurry,fast,scooter,park,swing,lift,fly,bird,cloud,sky,thunder,storm,wind,break,glass,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1035,water,bed,room,show,theatre,music,concert,ticket,museum,art,paris,baguette,ham,cheese,milk,cow,pig,farmer,orwell,bridge,river,lake,broads,oulton,themepark,rollercoster,rollerblading,iceskater,beautiful,boy,girl,angel,christmas,holiday,summer,sun,swimming,garden,ball,tennis,dog,running,jogging,trainers,oven,mit,gloves,winter,scarf,cold,snow,cuddles,fire,blanket,warm,cosy,film,wine,chilled,eating,dinner,full,sadness,shopping,christmas,children,adoption,fostering,happiness,joy,selflessness,selfishness,relaxation,spa,massage,calm,relax,oils,oranges,fruit,play,toys,chocolates,sweets,cranberrys,presents,birthday,celebration,happy,space,astronaught,nasa,trump,boris,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1036,water,drink,alcohol,fun,rollercoaster,scary,spider,forest,rain,weather,sun,wind,cold,ice,summer,swimming,boat,sail,mast,ship,pirate,rum,coke,lemonade,sugar,sweet,chocolate,milk,cow,field,grass,green,nature,tree,old,grandparent,mad,insane,asylum,haunted,ghost,halloween,pumpkin,orange,trump,president,power,control,remote,buttons,sewing,knitting,textiles,fabric,softener,hard,rock,stone,pebble,beach,sand,sea,salt,pepper,spicy,chili,hot,sun,bright,sunglasses,summer,hayfever,annoying,wasp,honey,sweet,sugar,tasty,meat,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1037,water,cup,bowl,plate,fork,spoon,knife,drawer,kitchen,house,neighborhood,family,sister,brother,father,mother,home,thanksgiving,turkey,fall,leaves,brown,football,sports,basketball,ball,players,team,coach,fans,winning,losing,sad,happy,emotional,tears,tissue,sick,bed,covers,tea,soup,cold,hot,sun,ice,water,bath,bathroom,room,waking,breakfast,eggs,bacon,bread,coffee,lunch,sandwich,milk,fries,friends,school,class,desks,pencils,paper,students,teacher,backpack,cars,parking,lot,noisy,streets,lights,pedestrians,snacks,homework,night,dinn, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1038,body,mind,soul,heart,breath,lungs,,covid,pandemic,mentalhealth,wellbeing,breaks,work,stress,home,staff,friends,fun,holidays,sun,weather,rain,cold,winter,seasons,autumn,leaves,colours,bright,light,dark,thoughts,feelings,sadness,joy,happiness,family,christmas,snow,red,gifts,occasions,missing,love,partner,boyfriend,mate,support,help,care,lookout,there,always,time,long,days,weeks,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1039,water,pond,fish,chips,tomato,food,hungry,dinner,rice,field,japan,wet,rain,weather,hot,heat,temperature,climate,change,reveal,see,eyes,body,height,weight,exercise,diet,fitness,running,jog,walking,park,crowded,adventure,hiking,getaway,peaceful,quiet,alone,wilderness,nature,scenery,cottage,holiday,relaxing,serene,night,sky,cool,stars,wonderful,world,huge,vast,enormous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1040,body,type,writer,author,book,story,character,actor,movie,popcorn,cinema,film,marvel,superhero,comics,colour,paint,art,museum,statue,marble,kitchen,utensil,bake,cake,chocolate,icecream,cold,winte,winter,snow,christmas,jesus,pray,church,sunday,relax,sunny,beach,sea,ocean,swim,dive,fish,salmon,bear,honey,bee,flowers,spring,rain,umbrella,rihanna,music,piano,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1041,body,heart,alive,living,life,fun,happiness,joy,mood,different,options,option,choice,freeworld,self,alive,adult,human,body,breath,alive,breathing,breath,mood,feelings,happy,sad,numb,feelings,?,,,thought,feelings,individual,,,,complete,finish,finished,end,completed,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1042,water,ocean,fish,plankton,algae,frogs,flies,insects,birds,flight,airplanes,travel,flights,trains,cars,buses,boats,horses,hotel,chains,rewards,status,premium,tiers,recognition,status,classes,upper,middle,lower,working,whitecollar,professionals,consultants,advisers,lawyers,accountants,bankers,cities,rural,farms,estates,vineyards,orchards,vegetation,soil,water,greenshoots,growth,life,rain,wildlife,flowers,bugs,ants,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1043,water,in,on,at,the,of,be,was,he,we,they,a,off,because,she,bread,over,under,next,opposite,red,blue,green,yellow,land,dog,cat,horse,sky,cloud,sun,moon,star,nova,rome,italy,spain,mexico,canada,ocean,wave,ship,blue,black,sail,sink,rock,ice,smoke,head,lung,cancer,web,spider,slug,snail,elephant,mouse,tree,shrew,leaf,eat,panda,japan,china,lake,temple,mountain,air,clean,dirty,thick,black,hair,bald,skin,hand,finger,nail,hammer,shoe,lace,tie,kick,ball,net,score,reduce,win,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1044,body,wash,cloth,mop,wet,murky,water,lo,behold,view,finder,keeper,goal,post,time,watch,man,woman,white,black,smog,bad,good,dark,heat,hot,cold,wet,summer,winter,coal,wood,cutter,nail,biter,snail,wood,house,street,dark,end,death,wish,life,time,why,what,now,bad,look,pretty,stunning,beautiful,deadly,virus,covid,science,disease,death,doom,judgment,forever,never,ending,posr,pose,view,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
