ID,cue,word 0,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148,word 149,word 150,word 151,word 152,word 153,word 154,word 155,word 156,word 157,word 158,word 159,word 160,word 161,word 162,word 163,word 164,word 165,word 166,word 167,word 168,word 169,word 170,word 171
1295,,sad,story,love,unfortunate,meant,to,be,heart,broken,wow,unknown,baggage,return,authorities,necessary,stable,unique,rare,high,up,strange,different,noisy,time,reality,unreal,pet,flash,lotion,light,dark,airplane,drive,travel,muster,brave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,,sad,aww,oh,no,dead,love,over,gone,him,again,not,good,there,here,over,south,man,care,sad,move,later,free,try,want,need,not,alone,woman,life,death,purple,orange,red,brown,yellow,green,blue,movie,tv,internet,spiritual,youtube,fine,find,seek,answer,me,you,same,self,complicated,simple,stop,game,water,yard,tree,apple,horse,dog,pillow,grab,take,rest,stop,drink,eat,sleep,basket,box,when,moneyu,money,paper,clot,cloth,fabric,shirt,sew,make,create,edit,write,blog,site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,sad,despair,longing,airplane,fly,empty,start,begin,over,one,issue,tissue,fine,healing,ringer,fair,lady,man,rainbow,upbeat,task,frustrate,anger,sorrow,broken,healing,liberate,dance,hope,love,faith,renew,over,under,fatigue,up,done,loss,moarn,moan,morning,daybreak,sunrise,colors,time,change,seasons,song,beatles,nails,vehicle,car,bus,van,hippies,upbeat,upstart,upswing,swing,playground,children,laughing,playing,frolic,fun,ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,,dreadful,sad,wow,bad,try,again,look,interesting,airport,planes,travel,plan,space,mars,stars,moon,evolve,pad,outlet,case,roads,stations,food,drink,drive,tall,stand,sit,relax,grieve,sorrow,candle,prayer,relax,movement,field,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,,sad,story,death,scary,heart,broad,bad,dresser,man,perfume,rose,carpet,star,brain,alopecia,frog,dust,speck,brand,cut,dry,vegetable,root,potato,tomato,cucumber,salad,sandwich,juice,concrete,kitty,puppy,door,wrong,alphabet,dark,scene,grape,domino,hanger,fly,resist,heaven,amaze,cruise,job,application,mouse,space,rocket,engineering,test,college,portfolio,commercial,bank,class,school,beer,gorilla,jump,estate,serve,tennis,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,,many,people,only,focus,on,macronutrients,but,micronutrients,are,super,important,but,anyway,i,want,to,talk,about,my,new,synthesizer,it,is,called,a,boomstar,se80,by,studio,electronics,and,is,fully,analogue,with,two,oscillators,two,envelopes,an,lfo,lots,of,modulation,options,and,its,filter,is,based,on,the,yamaha,cs,series,of,analogue,synths,from,the,late,1970s,including,most,famously,the,cs80,which,was,used,by,vangelis,to,score,the,soundtrack,for,blade,runner,and,it,has,a,unique,brassy,and,dirty,sound,that,imparts,a,very,warm,and,gritty,character,to,the,sound,alongside,all,the,modulation,sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,,tragedy,unlikely,possible,mold,lit,burner,four,spritzer,pretty,bag,amazon,hear,prime,fireplace,drips,candle,wood,claws,spots,liquor,button,frame,seas,plate,brance,chimney,ballustrade,dead,latch,vent,throw,stripes,coaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,,choice,grim,hour,fold,bank,grapple,conjoin,freak,pull,rug,knit,cute,lamp,pine,chew,stem,sprite,eyeball,gray,fiber,plastic,hamburger,beast,spindle,link,candle,tower,queen,pentacle,if,glow,power,kindle,stuff,blurb,check,situation,temperature,void,martian,collide,burst,challenge,eager,scoop,push,incline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,,internet,table,board,phone,family,friend,helmet,bicycle,tire,road,dirt,beach,hot,wet,cold,alaska,north,winter,pole,hole,golf,club,cart,path,field,football,foot,toe,sport,soccer,pitch,baseball,diamond,money,shine,bright,twinkle,star,super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,,sad,death,tragic,love,heart,tombstone,die,lost,internet,friendship,romance,connection,break,broken,fly,heaven,gone,sad,depressed,black,bleak,dark,somber,sorrow,cry,tears,blood,doctor,medical,past,over,finished,life,alive,gone,soul,spirit,tension,suspense,story,tale,detail,information,police,morgue,cold,ice,frozen,frigid,stiff,unmoving,still,inert,under,ground,dirt,worms,soil,rain,clouds,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,,sad,sorrow,empathy,kindness,gratitude,gentle,senstive,emotional,cry,happy,excitement,surprise,overwhelmed,stress,pressure,drill,nail,board,wall,building,city,skyline,star,moon,tides,waves,sailing,beach,surfing,chill,cool,snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,,life,time,events,quality,overcoming,perseverance,triumph,vision,goals,kindness,helpful,end,last,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,,fountain,suds,clean,ranch,golf,hills,flowers,sky,cat,run,room,rat,cheese,die,help,sad,lost,down,over,pest,sorrow,question,desire,story,long,end,mourn,black,vale,news,healh,test,learn,live,read,listen,talk,sing,soul,music,tale,deer,car,crash,war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,,death,gay,companion,love,sorrow,mourning,sadness,empathy,crying,funeral,travel,phone,internet,communication,mail,male,longing,listening,listen,ears,head,nose,face,eyes,chin,neck,body,legs,arms,hands,fingers,toes,baby,sleep,peak,peek,streak,click,control,remote,television,watching,skyscraper,building,demolish,views,streets,roads,toads,loads,mode,cabinet,dresser,fire,place,beach,sand,ocean,ship,sailing,rowing,stow,tow,tug,lug,container,port,wine,whiskey,ice,mold,sold,told,hold,hug,rug,bug,ant,plant,trees,knees,bees,flowers,power,mountain,ski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,,sad,death,unfortunate,love,tragedy,disaster,heart,pain,loss,grief,south,travel,romance,poor,unfair,painful,accountant,online,relationship,ocean,separate,apart,car,house,door,knock,neighbor,doctor,college,economics,broke,stairs,morgue,cemetery,doctor,medicine,treatment,heartbreak,plane,cat,pavement,window,brick,tree,operator,table,embalm,funeral,velvet,bark,grass,dirt,feet,lower,casket,warm,ground,hole,tent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,,love,sorrow,funeral,silver,card,clip,heater,wax,blue,somber,pants,towel,aloe,brush,picture,clock,jersey,box,blanket,basket,first,aid,bandage,dress,packet,bag,treats,game,package,shopping,drinks,shoes,shelves,pens,candle,spray,couch,sheet,sign,organizer,broom,lightswitch,switch,fan,dining,room,table,counter,sink,stove,spices,racks,pan,skillet,trash,refrigerator,soap,laundry,router,car,toilet,bathroom,flag,curtainwheat,family,size,box,bakery,banana,verb,walk,shorts,short,long,distance,travel,fly,drive,run,marathon,race,fish,pole,camp,sleeping,sleep,bag,snore,campfire,smores,marshmallow,roast,beef,tied,string,knots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,,crazy,unexpected,death,loss,vacation,surprise,shock,distance,morgue,airplane,fly,travel,south,fear,wonder,love,lover,friend,internet,phone,doctor,call,story,confused,hope,time,mountain,grass,valleys,flowers,cloud,birds,butterflies,stand,walk,visit,meet,excitement,anxiet,anxious,mad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,,brutal,cruel,sad,reality,love,difficult,danger,fulfilling,unfair,random,hopeless,sports,seasons,years,autumn,fall,leaves,pumpkins,october,halloween,november,thanksgiving,family,complicated,art,impossible,friends,pets,dogs,cats,companions,friends,family,po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,,sad,fragile,limit,possible,unexpected,care,risk,connection,hope,wish,grace,sucks,please,saddness,price,wanting,mystery,van,work,family,estate,game,players,worker,pay,moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,,weird,lot,much,too,strange,odd,new,intrigue,bizarre,strange,no,never,save,yourself,the,trouble,get,out,is,this,over,yet,dont,have,any,more,words,to,share,homosexual,weirdo,no,fun,at,all,never,again,will,he,do,these,things,to,himself,be,free,friend,oh,my,gosh,wordy,nothing,void,rouse,heartbreak,note,online,love,infatuation,fly,plane,south,north,trip,end,morgue,death,heart,attack,yell,sad,sob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,,sad,memory,pills,clothes,strange,love,right,wrong,impact,small,great,valuable,sick,man,curtain,scout,shy,hit,hurt,house,brand,speaker,sound,hold,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
